"","lemme","freqlemfilms2","nb_lettres","anagramme"
"676","redoutable",6.61,10,"utbloraede"
"677","réglo",6.61,5,"rgléo"
"678","multiple",6.6,8,"tilemplu"
"679","satisfait",6.58,9,"siasiftat"
"680","intellectuel",6.52,12,"ltiteleunlce"
"681","admirable",6.51,9,"beiaramdl"
"682","revenu",6.5,6,"euenrv"
"683","céleste",6.48,7,"lcteées"
"684","souffrant",6.47,9,"forfatsun"
"685","conséquent",6.45,10,"qcnsnotueé"
"686","habile",6.44,6,"iaehlb"
"687","immobilier",6.43,10,"olimmebrii"
"688","exquis",6.38,6,"iuseqx"
"689","sordide",6.37,7,"eiodsdr"
"690","bourgeois",6.36,9,"uoobrsegi"
"691","coincé",6.35,6,"néicoc"
"692","animal",6.33,6,"mlaina"
"693","atomique",6.33,8,"ieqautom"
"694","féroce",6.33,6,"orfceé"
"695","brochant",6.29,8,"otnharbc"
"696","irresponsable",6.29,13,"olernrpasiebs"
"697","aîné",6.27,4,"éîna"
"698","pitoyable",6.26,9,"yaloiepbt"
"699","radical",6.25,7,"laicadr"
"700","rigolo",6.25,6,"roiogl"
"701","animé",6.21,5,"némia"
"702","croyable",6.21,8,"acylebro"
"703","placé",6.18,5,"pcéla"
"704","sobre",6.18,5,"besro"
"705","maléfique",6.16,9,"aeémifqul"
"706","cinquième",6.14,9,"icmeiunqè"
"707","abruti",6.13,6,"rabiut"
"708","réussi",6.11,6,"irsusé"
"709","inattendu",6.1,9,"tadeunnit"
"710","assassin",6.09,8,"ssassain"
"711","gagné",6.09,5,"naégg"
"712","meurtrier",6.09,9,"teruiermr"
"713","ambitieux",6.08,9,"extbaiumi"
"714","ouvrier",6.07,7,"oruvrie"
"715","résolu",6.05,6,"usroél"
"716","artiste",6.04,7,"tairest"
"717","culturel",6.04,8,"uecllrtu"
"718","similaire",6.03,9,"imailsire"
"719","contagieux",6.01,10,"guixcatnoe"
"720","épatant",5.99,7,"épaattn"
"721","convenable",5.96,10,"lcobevanen"
"722","décent",5.95,6,"ndécet"
"723","rebelle",5.95,7,"lerelbe"
"724","chauve",5.92,6,"vauhce"
"725","creux",5.9,5,"xeucr"
"726","bourré",5.89,6,"ourrbé"
"727","bruyant",5.88,7,"tynruba"
"728","insolent",5.88,8,"nlseoitn"
"729","alimentaire",5.85,11,"temienialra"
"730","musulman",5.84,8,"munsumal"
"731","pervers",5.83,7,"ererpvs"
"732","homosexuel",5.81,10,"hxslemeouo"
"733","matinal",5.81,7,"ilmtnaa"
"734","maximum",5.8,7,"ammumxi"
"735","provisoire",5.8,10,"ioeorviprs"
"736","convaincu",5.79,9,"avnonicuc"
"737","annuel",5.78,6,"nlnuae"
"738","allumé",5.76,6,"ulmlaé"
"739","constant",5.76,8,"snaottcn"
"740","vicieux",5.75,7,"ecxiuvi"
"741","attirant",5.74,8,"naaittrt"
"742","chaleureux",5.72,10,"hxueeruacl"
"743","inquiétant",5.72,10,"tquntniiéa"
"744","couché",5.71,6,"cuoéch"
"745","natal",5.71,5,"laatn"
"746","nocturne",5.71,8,"crunetno"
"747","superficiel",5.71,11,"lseruicfeip"
"748","lamentable",5.7,10,"eabnaelmtl"
"749","manuel",5.7,6,"lmanue"
"750","potentiel",5.69,9,"eetopintl"
"751","jumeau",5.68,6,"aujmue"
"752","affamé",5.67,6,"afmafé"
"753","civilisé",5.64,8,"iilcsivé"
"754","assassiné",5.63,9,"sssaaiésn"
"755","israélien",5.63,9,"énriislea"
"756","parlant",5.62,7,"narplta"
"757","ingrat",5.61,6,"ntaigr"
"758","déchiré",5.59,7,"drhicéé"
"759","avenue",5.58,6,"aevuen"
"760","grotesque",5.58,9,"qetsguroe"
"761","organisé",5.58,8,"inagrséo"
"762","obligatoire",5.57,11,"iairtlogeob"
"763","émotionnel",5.57,10,"tméoelnoin"
"764","matériel",5.54,8,"tilmaére"
"765","paysan",5.54,6,"aasnyp"
"766","démoniaque",5.52,10,"unaqemiédo"
"767","nature",5.52,6,"nturea"
"768","roux",5.52,4,"ruxo"
"769","transparent",5.48,11,"naarnsptrte"
"770","africain",5.46,8,"ianriacf"
"771","paresseux",5.46,9,"resexspau"
"772","portant",5.46,7,"aptntor"
"773","vaillant",5.45,8,"nlalvati"
"774","séparé",5.41,6,"éépars"
"775","abominable",5.39,10,"eianalmbbo"
"776","galant",5.39,6,"antagl"
"777","démocratique",5.38,12,"tqeéradoucim"
"778","favorable",5.38,9,"avafeborl"
"779","agité",5.37,5,"téagi"
"780","mou,mol",5.37,7,"omlom,u"
"781","rendu",5.36,5,"nrdue"
"782","imaginaire",5.34,10,"iaaiergmin"
"783","impitoyable",5.34,11,"elyboaimtip"
"784","inaudible",5.34,9,"ilduainbe"
"785","marron",5.33,6,"maonrr"
"786","signé",5.33,5,"iégsn"
"787","arrogant",5.29,8,"nraogtar"
"788","insignifiant",5.27,12,"niasitginnif"
"789","informatique",5.24,12,"aqnreiutifom"
"790","issu",5.24,4,"isus"
"791","révérend",5.24,8,"nrevéréd"
"792","serein",5.22,6,"eisern"
"793","compréhensif",5.21,12,"cimpfrnhosée"
"794","maternel",5.21,8,"emarlten"
"795","tombé",5.21,5,"btoém"
"796","émouvant",5.21,8,"uamnétov"
"797","affectueux",5.2,10,"fuaetfceux"
"798","juridique",5.2,9,"iejiqudur"
"799","toxique",5.2,7,"qtoixue"
"800","susceptible",5.18,11,"lecptussieb"
"801","incompréhensible",5.16,16,"eélmnsincbiproeh"
"802","neutre",5.15,6,"reneut"
"803","insensible",5.13,10,"essninileb"
"804","immonde",5.12,7,"imenodm"
"805","magnétique",5.11,10,"uenéigtmaq"
"806","passager",5.09,8,"psgseraa"
"807","universel",5.09,9,"viuselern"
"808","aigu",5.08,4,"aiug"
"809","humiliant",5.08,9,"ainilhutm"
"810","vertueux",5.08,8,"veuutexr"
"811","inoubliable",5.07,11,"iloiablbnue"
"812","occidental",5.07,10,"tldeoiccna"
"813","opérationnel",5.07,12,"pnanetooilér"
"814","partant",5.07,7,"ttarpan"
"815","érotique",5.06,8,"iuétroqe"
"816","malsain",5.05,7,"laisamn"
"817","distingué",5.04,9,"stégdniui"
"818","attaché",5.02,7,"técaath"
"819","marchand",5.02,8,"ahmacrdn"
"820","ravi",5.02,4,"riav"
"821","suisse",5.01,6,"ussise"
"822","instable",5,8,"stalienb"
"823","pieux",5,5,"xeuip"
"824","funeste",4.97,7,"seentfu"
"825","raciste",4.97,7,"irteasc"
"826","commode",4.96,7,"omomedc"
"827","primaire",4.95,8,"iarirpme"
"828","gagnant",4.94,7,"atggann"
"829","triple",4.94,6,"peirtl"
"830","carré",4.92,5,"écarr"
"831","imprévisible",4.92,12,"émsbveiilrip"
"832","éventuel",4.92,8,"evltéenu"
"833","affirmatif",4.91,10,"raifafmfit"
"834","conjugal",4.88,8,"ocauljgn"
"835","monstre",4.88,7,"esmrtno"
"836","plaisant",4.88,8,"ptasnlia"
"837","souterrain",4.88,10,"euronastir"
"838","comique",4.86,7,"cemqiuo"
"839","rentré",4.86,6,"tréren"
"840","bavard",4.85,6,"drbaav"
"841","bonhomme",4.85,8,"obnmohme"
"842","amateur",4.84,7,"aamrteu"
"843","fatigant",4.84,8,"gfitatna"
"844","scandaleux",4.83,10,"xnaudlceas"
"845","hypocrite",4.82,9,"tryeicohp"
"846","naze",4.82,4,"neza"
"847","viril",4.82,5,"ivrli"
"848","mobile",4.8,6,"moilbe"
"849","spécifique",4.8,10,"fiuéeiqcps"
"850","accompli",4.79,8,"cpmcoial"
"851","défunt",4.79,6,"ufdént"
"852","dévoué",4.79,6,"duévoé"
"853","excessif",4.79,8,"cfxseesi"
"854","approprié",4.77,9,"priéarpop"
"855","audacieux",4.76,9,"xuaueiacd"
"856","conditionnel",4.76,12,"noncleindtio"
"857","domestique",4.76,10,"doeqsmuite"
"858","impoli",4.76,6,"loipmi"
"859","classé",4.75,6,"cslésa"
"860","irlandais",4.75,9,"ndailasir"
"861","méga",4.75,4,"magé"
"862","arrêté",4.74,6,"rétrêa"
"863","manquant",4.74,8,"uanqnatm"
"864","héroïque",4.73,8,"ohrqeéïu"
"865","coriace",4.7,7,"oecirca"
"866","cynique",4.7,7,"quiynec"
"867","grandiose",4.7,9,"oraisgnde"
"868","fondamental",4.69,11,"dnneatafmol"
"869","miséricordieux",4.69,14,"reusdxicmiéroi"
"870","poli",4.68,4,"olpi"
"871","gêné",4.67,4,"éêng"
"872","irrésistible",4.67,12,"tésreslrbiii"
"873","plastique",4.67,9,"iqsaulpet"
"874","clean",4.66,5,"leanc"
"875","branché",4.64,7,"hnrbacé"
"876","cadet",4.64,5,"cdeta"
"877","pénal",4.64,5,"léanp"
"878","forcé",4.63,5,"focré"
"879","imminent",4.63,8,"nimtinme"
"880","routier",4.63,7,"treuori"
"881","vocal",4.63,5,"cvlao"
"882","clos",4.62,4,"lcso"
"883","croisé",4.62,6,"rséoci"
"884","orange",4.62,6,"nerago"
"885","qualifié",4.62,8,"qaiéluif"
"886","vigilant",4.61,8,"gialvnit"
"887","collectif",4.6,9,"tlociclef"
"888","gigantesque",4.59,11,"ggseneuqtai"
"889","temporel",4.59,8,"pertelmo"
"890","solennel",4.58,8,"nseoelnl"
"891","indiscret",4.56,9,"dctreisin"
"892","préférable",4.56,10,"rélrfapéeb"
"893","formel",4.55,6,"ofmerl"
"894","fiscal",4.54,6,"cifsla"
"895","gracieux",4.54,8,"egxicaru"
"896","bouillant",4.53,9,"ltboalinu"
"897","latin",4.52,5,"ilatn"
"898","raté",4.52,4,"traé"
"899","furax",4.51,5,"urxaf"
"900","prétentieux",4.51,11,"pexttnuieré"
"901","indifférent",4.48,11,"deéifnnftri"
"902","obscène",4.48,7,"csèebno"
"903","compréhensible",4.47,14,"bmlpnioceéhesr"
"904","salé",4.47,4,"élsa"
"905","inhumain",4.46,8,"auninmih"
"906","battu",4.45,5,"atbtu"
"907","taré",4.44,4,"taér"
"908","joueur",4.43,6,"jruoue"
"909","miraculeux",4.43,10,"mrcieuaxlu"
"910","exemplaire",4.42,10,"xeiaeelrpm"
"911","présidentiel",4.42,12,"dtipeélsnrei"
"912","voulu",4.42,5,"olvuu"
"913","effroyable",4.41,10,"eebfaolrfy"
"914","enthousiaste",4.41,12,"oestiahsetun"
"915","mélancolique",4.41,12,"cmeéqlaiulon"
"916","convaincant",4.39,11,"oninccatanv"
"917","talentueux",4.39,10,"lxutaneute"
"918","illustre",4.38,8,"lslreuti"
"919","pointu",4.38,6,"itnoup"
"920","vache",4.38,5,"vahce"
"921","violet",4.38,6,"lteiov"
"922","naval",4.37,5,"avlan"
"923","sensationnel",4.36,12,"lantnisoesen"
"924","imprudent",4.34,9,"umptnrdie"
"925","musicien",4.34,8,"csmuiine"
"926","raffiné",4.34,7,"féarfni"
"927","condamné",4.32,8,"cnémonad"
"928","porteur",4.31,7,"urrtoep"
"929","grillé",4.3,6,"érligl"
"930","malhonnête",4.3,10,"mtnlhneêao"
"931","objectif",4.3,8,"ojecbitf"
"932","poilu",4.3,5,"puoil"
"933","diplomatique",4.28,12,"aiouqedpiltm"
"934","traître",4.27,7,"îattrre"
"935","septième",4.25,8,"siptèeem"
"936","turc",4.25,4,"tcru"
"937","trouble",4.24,7,"utolebr"
"938","incertain",4.23,9,"inaitnrec"
"939","intolérable",4.23,11,"abtlnieloér"
"940","parano",4.23,6,"onraap"
"941","autorisé",4.22,8,"ésturoai"
"942","couvert",4.22,7,"vrctueo"
"943","dentaire",4.22,8,"ridetena"
"944","invité",4.22,6,"téniiv"
"945","souple",4.22,6,"lsueop"
"946","optimiste",4.21,9,"etmispoit"
"947","minéral",4.2,7,"nliarém"
"948","nommé",4.2,5,"mémon"
"949","terrien",4.2,7,"rrteine"
"950","exotique",4.19,8,"iuoqteex"
"951","travailleur",4.19,11,"lvrliuaaret"
"952","moteur",4.17,6,"otemru"
"953","protégé",4.17,7,"réétopg"
"954","respectueux",4.17,11,"upxeecsurte"
"955","sonore",4.17,6,"rsoone"
"956","standard",4.17,8,"dsantrda"
"957","charitable",4.16,10,"hleratbica"
"958","oriental",4.16,8,"otnialer"
"959","confiant",4.14,8,"acfntoni"
"960","fréquent",4.14,8,"ntuféeqr"
"961","passionné",4.14,9,"ésoainnps"
"962","républicain",4.14,11,"bpéuariclin"
"963","spontané",4.14,8,"onsnpéat"
"964","éloigné",4.14,7,"ééglion"
"965","interminable",4.11,12,"teeilbnamrin"
"966","douteux",4.1,7,"uxudote"
"967","légendaire",4.1,10,"relgndiaeé"
"968","sensuel",4.1,7,"lsusene"
"969","inacceptable",4.09,12,"neebclaatpic"
"970","plan",4.08,4,"nlap"
"971","explosif",4.07,8,"xoelfsip"
"972","foncé",4.06,5,"éfonc"
"973","libéré",4.05,6,"biérél"
"974","amiral",4.04,6,"malair"
"975","comptable",4.03,9,"labmeptoc"
"976","rejeté",4.03,6,"jetreé"
"977","souriant",4.02,8,"tunosari"
"978","vainqueur",4.02,9,"euriqnvau"
"979","mutuel",4,6,"uutelm"
"980","pacifique",4,9,"qifcpueia"
"981","passif",4,6,"afisps"
"982","croyant",3.99,7,"oyatrnc"
"983","individuel",3.99,10,"idlievudni"
"984","savant",3.99,6,"vnsaat"
"985","adoptif",3.98,7,"oifadpt"
"986","frite",3.98,5,"ertif"
"987","protecteur",3.98,10,"pceurtoert"
"988","défoncé",3.97,7,"ofndééc"
"989","acceptable",3.96,10,"leabeaccpt"
"990","prometteur",3.96,10,"etmtrperuo"
"991","blindé",3.95,6,"ldiénb"
"992","bancaire",3.94,8,"enibcaar"
"993","végétarien",3.94,10,"gatirnevéé"
"994","coquin",3.92,6,"quionc"
"995","crédible",3.92,8,"eélbicrd"
"996","morbide",3.92,7,"idobmre"
"997","peinard",3.92,7,"enpraid"
"998","hétéro",3.91,6,"oéhtér"
"999","impur",3.91,5,"rupim"
"1000","réciproque",3.91,10,"euqérpciro"
"1001","ignorant",3.9,8,"nangrito"
"1002","live",3.9,4,"ievl"
"1003","sujet",3.9,5,"ujste"
"1004","flagrant",3.89,8,"lnatfgra"
"1005","immoral",3.88,7,"mamoril"
"1006","portugais",3.88,9,"tparsgiuo"
"1007","radieux",3.88,7,"eriuaxd"
"1008","spectaculaire",3.88,13,"atspruieeclca"
"1009","hollandais",3.87,10,"hsialdlnoa"
"1010","énervé",3.87,6,"nrééev"
"1011","brut",3.86,4,"tubr"
"1012","épuisé",3.86,6,"ééspiu"
"1013","décisif",3.85,7,"discéfi"
"1014","tiède",3.85,5,"eitèd"
"1015","confirmé",3.84,8,"éoicrmfn"
"1016","réglé",3.84,5,"lrgéé"
"1017","déprimant",3.83,9,"mraidptén"
"1018","infidèle",3.83,8,"ièneifld"
"1019","antérieur",3.82,9,"urtéraine"
"1020","lunaire",3.82,7,"nialreu"
"1021","créatif",3.81,7,"tcfréia"
"1022","digital",3.81,7,"igdialt"
"1023","glacial",3.81,7,"aclliag"
"1024","perturbé",3.81,8,"értrbpue"
"1025","exigeant",3.79,8,"ngaeitex"
"1026","fâcheux",3.79,7,"chefxuâ"
"1027","levé",3.79,4,"leév"
"1028","minimum",3.77,7,"mimminu"
"1029","sixième",3.77,7,"ièeisxm"
"1030","anxieux",3.76,7,"ixneaxu"
"1031","light",3.76,5,"ilght"
"1032","redevable",3.76,9,"abdeeevlr"
"1033","astucieux",3.75,9,"uaxtieusc"
"1034","alcoolique",3.73,10,"qluoeaoicl"
"1035","ironique",3.73,8,"iounreiq"
"1036","puéril",3.73,6,"lipuér"
"1037","respiratoire",3.73,12,"tieiepsaorrr"
"1038","more",3.69,4,"mero"
"1039","sucré",3.69,5,"écrus"
"1040","organique",3.67,9,"egonarqiu"
"1041","suédois",3.67,7,"soséuid"
"1042","couillon",3.66,8,"lcluiono"
"1043","crucial",3.66,7,"uriccla"
"1044","gâté",3.66,4,"téâg"
"1045","introuvable",3.66,11,"aotunrblvie"
"1046","limité",3.66,6,"iélitm"
"1047","prodigieux",3.66,10,"iepiroudgx"
"1048","dérangé",3.65,7,"grnadéé"
"1049","corporel",3.64,8,"rcporeol"
"1050","méfiant",3.64,7,"téafinm"
"1051","faisable",3.63,8,"efislaba"
"1052","résistant",3.63,9,"ésatrinst"
"1053","chiche",3.62,6,"iechhc"
"1054","olympique",3.62,9,"qelimypuo"
"1055","tourné",3.62,6,"néurto"
"1056","éclatant",3.62,8,"taéclatn"
"1057","choquant",3.61,8,"thaqoucn"
"1058","développé",3.61,9,"épépdlove"
"1059","infect",3.61,6,"ieftcn"
"1060","subversif",3.61,9,"vebsirufs"
"1061","chirurgical",3.6,11,"urhrgaclcii"
"1062","invincible",3.6,10,"iilcivnneb"
"1063","enterré",3.59,7,"néerert"
"1064","global",3.59,6,"ogblal"
"1065","millionnaire",3.59,12,"elnoiamilrin"
"1066","instruit",3.58,8,"riitstun"
"1067","respecté",3.58,8,"prsceéte"
"1068","universitaire",3.58,13,"isineevrtiaru"
"1069","richard",3.57,7,"rhcaidr"
"1070","sophistiqué",3.57,11,"oiéhisptsuq"
"1071","gonflé",3.56,6,"nélfgo"
"1072","menaçant",3.56,8,"manteçna"
"1073","merdeux",3.56,7,"urmeedx"
"1074","pendant",3.56,7,"adpnten"
"1075","fauché",3.55,6,"éfhacu"
"1076","ingénieux",3.55,9,"niengiéux"
"1077","instant",3.55,7,"aitnsnt"
"1078","people",3.55,6,"ppleoe"
"1079","ponctuel",3.55,8,"tpelcnou"
"1080","voyant",3.55,6,"aoyvnt"
"1081","glissant",3.54,8,"issatgln"
"1082","prospère",3.54,8,"èepprors"
"1083","recherché",3.54,9,"reeccéhhr"
"1084","sorcier",3.54,7,"iecorsr"
"1085","supposé",3.54,7,"éouppss"
"1086","externe",3.53,7,"exeetrn"
"1087","avide",3.52,5,"eaidv"
"1088","sanitaire",3.52,9,"eiiaasntr"
"1089","flatteur",3.51,8,"ltaefurt"
"1090","opposé",3.51,6,"ppoosé"
"1091","radin",3.51,5,"inrad"
"1092","intensif",3.5,8,"infsinte"
"1093","rationnel",3.5,9,"oailtenrn"
"1094","concret",3.48,7,"nteccor"
"1095","distant",3.48,7,"inttsda"
"1096","lisse",3.48,5,"essli"
"1097","serbe",3.48,5,"sbree"
"1098","mécanique",3.47,9,"qncmiaueé"
"1099","guéri",3.46,5,"géuri"
"1100","tenu",3.46,4,"entu"
"1101","assuré",3.45,6,"assrué"
"1102","décidé",3.45,6,"éidcéd"
"1103","insuffisant",3.45,11,"nfsfaiiustn"
"1104","inachevé",3.44,8,"icévhaen"
"1105","égaré",3.43,5,"éérag"
"1106","allongé",3.42,7,"lgaolné"
"1107","permis",3.42,6,"sremip"
"1108","dégueu",3.41,6,"ueégud"
"1109","regrettable",3.41,11,"glarettereb"
"1110","équitable",3.41,9,"éqabtuiel"
"1111","infecté",3.4,7,"neftiéc"
"1112","involontaire",3.4,12,"narotlvieoni"
"1113","trempé",3.4,6,"métper"
"1114","enfantin",3.39,8,"teninfan"
"1115","planté",3.39,6,"ltpnéa"
"1116","surnaturel",3.38,10,"ensuraltru"
"1117","atteint",3.37,7,"anttiet"
"1118","bouleversé",3.37,10,"rsoelvuéeb"
"1119","capricieux",3.37,10,"aceicuripx"
"1120","collant",3.37,7,"ctlnola"
"1121","corse",3.37,5,"sorce"
"1122","danois",3.37,6,"oasndi"
"1123","inaperçu",3.37,8,"irpaeunç"
"1124","télévisé",3.37,8,"liévséét"
"1125","étonné",3.37,6,"éétonn"
"1126","barré",3.36,5,"érbra"
"1127","cloche",3.36,6,"holecc"
"1128","clément",3.36,7,"émtecnl"
"1129","enragé",3.36,6,"graené"
"1130","médiocre",3.36,8,"roemciéd"
"1131","oculaire",3.36,8,"croieaul"
"1132","souverain",3.36,9,"vienasrou"
"1133","écarté",3.36,6,"caéért"
"1134","exclusif",3.35,8,"fesiuclx"
"1135","déplaisant",3.34,10,"tlapéandsi"
"1136","informé",3.34,7,"éifmron"
"1137","métallique",3.34,10,"mléueaitql"
"1138","numérique",3.34,9,"inmurquée"
"1139","psychique",3.34,9,"iqhcyseup"
"1140","éclairé",3.34,7,"aécirél"
"1141","garanti",3.33,7,"anrtaig"
"1142","paranoïaque",3.33,11,"ïrnpaaaeqou"
"1143","partiel",3.33,7,"ilpetra"
"1144","troublé",3.32,7,"lotérbu"
"1145","agricole",3.31,8,"laerocgi"
"1146","bouffe",3.31,6,"effbuo"
"1147","hideux",3.31,6,"xuihde"
"1148","indulgent",3.31,9,"tglienund"
"1149","mystique",3.31,8,"utsmqyei"
"1150","infantile",3.3,9,"nenlaifit"
"1151","déprimé",3.29,7,"mpiéédr"
"1152","paternel",3.29,8,"tpenlear"
"1153","rituel",3.29,6,"utleir"
"1154","adéquat",3.28,7,"uqdataé"
"1155","cubain",3.28,6,"iancub"
"1156","tropical",3.28,8,"lraoctip"
"1157","administratif",3.27,13,"antiasmtfidri"
"1158","associé",3.27,7,"scsoiaé"
"1159","insouciant",3.27,10,"iuaoncinst"
"1160","rigide",3.27,6,"eigdri"
"1161","rusé",3.27,4,"éurs"
"1162","masqué",3.26,6,"uqmasé"
"1163","publicitaire",3.26,12,"tiruebilpaci"
"1164","inexplicable",3.25,12,"bixpellneica"
"1165","lugubre",3.25,7,"blueurg"
"1166","craché",3.24,6,"chréca"
"1167","inouï",3.23,5,"oniuï"
"1168","vertébral",3.23,9,"réevbatrl"
"1169","champagne",3.22,9,"apmceganh"
"1170","palestinien",3.22,11,"eltnnsiepia"
"1171","pénitentiaire",3.21,13,"nénietiptraie"
"1172","stratégique",3.21,11,"treisuagqét"
"1173","foireux",3.2,7,"ouxifer"
"1174","lucide",3.2,6,"cdlieu"
"1175","cellulaire",3.19,10,"ecllreulia"
"1176","forestier",3.19,9,"roftisere"
"1177","réservé",3.19,7,"sréréve"
"1178","enfermé",3.17,7,"énfrmee"
"1179","fertile",3.17,7,"rfeleit"
"1180","gelé",3.17,4,"eglé"
"1181","inimaginable",3.17,12,"iinaiebalmng"
"1182","présentable",3.17,11,"pébneltsrea"
"1183","caca",3.16,4,"ccaa"
"1184","conducteur",3.16,10,"duutcrcone"
"1185","rassurant",3.16,9,"aurnsrats"
"1186","innombrable",3.15,11,"imnenblabor"
"1187","borné",3.13,5,"rnéob"
"1188","dément",3.12,6,"témned"
"1189","préliminaire",3.12,12,"érnapeimlrii"
"1190","relatif",3.12,7,"airltef"
"1191","gold",3.11,4,"oldg"
"1192","roumain",3.11,7,"orinmau"
"1193","satanique",3.11,9,"staenquai"
"1194","crevé",3.1,5,"ecvré"
"1195","trompeur",3.1,8,"rpouemrt"
"1196","coûteux",3.09,7,"ctuûxoe"
"1197","esthétique",3.09,10,"ehuesétqti"
"1198","littéraire",3.09,10,"trlaeiirté"
"1199","mâle",3.09,4,"eâlm"
"1200","élémentaire",3.09,11,"ilaeréménte"
"1201","ambulant",3.08,8,"unamblat"
"1202","impénétrable",3.08,12,"taebpéimrénl"
"1203","inséparable",3.08,11,"eraiapnbslé"
"1204","racial",3.08,6,"arlica"
"1205","libéral",3.07,7,"ialblér"
"1206","prioritaire",3.07,11,"ariorteprii"
"1207","conventionnel",3.06,13,"lconnnveiteon"
"1208","démocrate",3.06,9,"ecdémator"
"1209","fumé",3.06,4,"éfmu"
"1210","sanguinaire",3.06,11,"igunsaanier"
"1211","somptueux",3.06,9,"pexuoumst"
"1212","subit",3.06,5,"tbisu"
"1213","urbain",3.06,6,"airunb"
"1214","délirant",3.05,8,"tdaélrin"
"1215","synthétique",3.05,11,"ettsuiynhqé"
"1216","affilé",3.04,6,"ffélai"
"1217","alternatif",3.04,10,"tnfrtlaeia"
"1218","marqué",3.04,6,"éraqmu"
"1219","maximal",3.04,7,"lamimxa"
"1220","mécontent",3.04,9,"nttmceoné"
"1221","reconnu",3.04,7,"rnoncue"
"1222","voyageur",3.04,8,"aeovryug"
"1223","aisé",3.03,4,"éisa"
"1224","belge",3.03,5,"gebel"
"1225","cocu",3.03,4,"ucco"
"1226","décédé",3.02,6,"éééddc"
"1227","électoral",3.01,9,"rclleaoét"
"1228","asiatique",3,9,"etaiiuaqs"
"1229","perpétuel",3,9,"uptrleeép"
"1230","considérable",2.98,12,"nbsrloédaeci"
"1231","immature",2.98,8,"aretimmu"
"1232","nourri",2.98,6,"inorur"
"1233","vendu",2.98,5,"edunv"
"1234","civique",2.97,7,"icvquie"
"1235","exposé",2.97,6,"sxéeop"
"1236","conservateur",2.96,12,"orsvrnaecuet"
"1237","fautif",2.96,6,"aitfuf"
"1238","norvégien",2.96,9,"eiégnrnov"
"1239","penny",2.96,5,"nepny"
"1240","coréen",2.95,6,"créneo"
"1241","découvert",2.95,9,"terdcéuov"
"1242","reporter",2.95,8,"etroperr"
"1243","tactique",2.95,8,"cauiqett"
"1244","victorieux",2.95,10,"xecitvriuo"
"1245","attendu",2.94,7,"eattdnu"
"1246","futile",2.94,6,"ftiule"
"1247","impensable",2.94,10,"eplniaesbm"
"1248","ringard",2.94,7,"nragdri"
"1249","superflu",2.94,8,"psrulfue"
"1250","apte",2.93,4,"tpea"
"1251","gouvernemental",2.93,14,"eengatlmnrouev"
"1252","mesquin",2.93,7,"qmeiusn"
"1253","embêtant",2.92,8,"bêatntme"
"1254","nuptial",2.92,7,"ptnauli"
"1255","puceau",2.92,6,"ucpuae"
"1256","rangé",2.92,5,"énrga"
"1257","ferré",2.91,5,"freré"
"1258","tremblant",2.91,9,"beanmttlr"
"1259","détendu",2.9,7,"utdédne"
"1260","insolite",2.9,8,"onstiile"
"1261","pendu",2.9,5,"npedu"
"1262","robuste",2.9,7,"rbseotu"
"1263","apparent",2.88,8,"panarept"
"1264","détaché",2.88,7,"adéhtcé"
"1265","comédien",2.87,8,"ndeoméic"
"1266","déplacé",2.87,7,"aélcpdé"
"1267","improbable",2.87,10,"eaobimbrlp"
"1268","ménager",2.87,7,"agrémen"
"1269","aimant",2.86,6,"ainmta"
"1270","déguisé",2.86,7,"ugdsiéé"
"1271","initial",2.86,7,"niitlai"
"1272","juteux",2.86,6,"xuejtu"
"1273","propice",2.86,7,"riepocp"
"1274","servi",2.86,5,"isvre"
"1275","colonial",2.85,8,"lnoaloci"
"1276","réduit",2.85,6,"tiérud"
"1277","destructeur",2.84,11,"reurutdtesc"
"1278","fortuné",2.84,7,"uétorfn"
"1279","impardonnable",2.84,13,"onnabeilrpdam"
"1280","irréel",2.84,6,"ierrlé"
"1281","juré",2.84,4,"éurj"
"1282","boiteux",2.83,7,"xtbiueo"
"1283","horaire",2.83,7,"eiaorhr"
"1284","damné",2.82,5,"maénd"
"1285","pharmaceutique",2.82,14,"upaahqtiuecmer"
